frame,detected,det_x,det_y,kf_x,kf_y,confidence
806,False,,,1095,241,0.0
807,False,,,1091,200,0.0
808,False,,,1087,159,0.0
809,True,1097,313,1095,289,0.23893457651138306
810,True,1098,309,1096,286,0.32346925139427185
811,True,1097,305,1095,283,0.4672013521194458
812,False,,,1092,255,0.0
813,False,,,1089,227,0.0
814,True,1094,293,1092,265,0.179412379860878
815,True,1093,292,1091,264,0.3101935386657715
816,True,1093,288,1091,262,0.6329616904258728
817,True,1093,286,1091,261,0.6793456673622131
818,True,1093,285,1091,260,0.603215754032135
819,True,1092,283,1090,259,0.5129658579826355
820,True,1090,282,1089,259,0.32746076583862305
821,True,1090,281,1089,258,0.2500641644001007
822,False,,,1086,234,0.0
823,False,,,1083,210,0.0
824,False,,,1080,186,0.0
825,False,,,1077,162,0.0
826,False,,,1074,138,0.0
827,False,,,1071,114,0.0
828,False,,,1068,90,0.0
829,True,1086,282,1082,243,0.2756868302822113
830,True,1085,284,1081,244,0.2933993935585022
831,False,,,1080,238,0.0
832,False,,,1078,232,0.0
833,False,,,1076,225,0.0
834,False,,,1075,219,0.0
835,False,,,1073,213,0.0
836,False,,,1072,206,0.0
837,False,,,1070,200,0.0
838,False,,,1069,194,0.0
839,False,,,1067,187,0.0
840,False,,,1066,181,0.0
841,False,,,1064,175,0.0
842,False,,,1063,168,0.0
843,False,,,1061,162,0.0
844,False,,,1059,156,0.0
845,False,,,1058,149,0.0
846,False,,,1056,143,0.0
847,False,,,1055,137,0.0
848,False,,,1053,130,0.0
849,False,,,1052,124,0.0
850,True,1074,280,1073,275,0.1353560835123062
851,False,,,1073,277,0.0
852,True,1072,265,1072,270,0.10531894862651825
853,True,1074,259,1073,267,0.1666494458913803
854,False,,,1073,269,0.0
855,False,,,1073,271,0.0
856,False,,,1072,273,0.0
857,True,1072,235,1072,251,0.127022847533226
858,False,,,1072,250,0.0
859,False,,,1071,248,0.0
860,False,,,1071,246,0.0
861,True,1071,217,1071,228,0.5566887259483337
862,True,1071,211,1071,224,0.5245398879051208
863,True,1070,209,1070,223,0.24807557463645935
864,False,,,1070,218,0.0
865,True,1070,199,1070,209,0.1346791684627533
866,True,1069,196,1069,208,0.46731337904930115
867,True,1069,193,1069,206,0.5279918909072876
868,True,1069,189,1069,204,0.5706310868263245
869,True,1068,187,1069,204,0.21156342327594757
870,False,,,1068,196,0.0
871,False,,,1067,188,0.0
872,False,,,1067,181,0.0
873,False,,,1066,173,0.0
874,False,,,1066,166,0.0
875,True,1067,174,1066,171,0.18683913350105286
876,True,1065,173,1065,170,0.4847181439399719
877,True,1063,172,1063,170,0.619137167930603
878,True,1063,171,1063,169,0.6088683605194092
879,True,1063,170,1063,168,0.5614911317825317
880,True,1062,170,1063,168,0.6153409481048584
881,True,1062,169,1063,168,0.6444599628448486
882,True,1062,169,1063,168,0.5329318642616272
883,True,1061,169,1062,168,0.2852572798728943
884,True,1061,169,1062,168,0.13222838938236237
885,False,,,1061,160,0.0
886,False,,,1060,153,0.0
887,False,,,1059,146,0.0
888,False,,,1058,138,0.0
889,False,,,1057,131,0.0
890,False,,,1055,124,0.0
891,False,,,1054,116,0.0
892,True,1067,186,1064,173,0.34735608100891113
893,True,1069,189,1066,175,0.5280451774597168
894,True,1071,196,1068,181,0.31018099188804626
895,False,,,1068,181,0.0
896,False,,,1068,180,0.0
897,False,,,1068,180,0.0
898,True,1085,222,1079,206,0.402975857257843
899,True,1086,230,1079,211,0.25825053453445435
900,False,,,1081,215,0.0
