frame,detected,center_x,center_y,angle_deg,handle_x,handle_y,head_x,head_y,quality
304,1,962.8836206896551,148.875,-92.97449462870206,963.5063175908437,160.85883279962007,962.2609237884666,136.89116720037993,3.5717098492638235
305,1,963.2487804878049,147.22439024390243,-107.72799182143217,966.659163092682,157.89253396661033,959.8383978829278,136.55624652119454,2.727925295724572
306,1,961.445054945055,146.83516483516485,-119.42808476008696,966.3583623333877,155.54489562938315,956.5317475567222,138.12543404094654,2.0124748874701
307,1,960.202380952381,146.45833333333334,37.580122702939185,952.2773682539399,140.35963070658167,968.127393650822,152.55703596008502,1.5514350853579146
308,1,959.780487804878,146.46341463414635,26.260918340332,950.8126033820853,142.0388187227177,968.7483722276708,150.88801054557499,1.619792280172331
309,1,959.268156424581,147.1731843575419,7.652758860569846,948.9607857274275,145.78822612298686,969.5755271217345,148.55814259209697,1.5255174898877057
310,1,958.5214285714286,146.27142857142857,8.495081822125515,949.0267545159933,144.85327322696065,968.0161026268639,147.6895839158965,1.8023236292968796
311,1,957.7559055118111,146.77165354330708,7.134200521989089,948.6271320780114,145.6290706822623,966.8846789456107,147.91423640435187,1.7667041697179653
312,0,,,,,,,,
313,0,,,,,,,,
314,1,957.1792452830189,147.9245283018868,-0.6781712722366994,948.7798336898865,148.0239510817326,965.5786568761513,147.82510552204099,2.476265704496675
315,0,,,,,,,,
316,0,,,,,,,,
317,0,,,,,,,,
318,0,,,,,,,,
319,0,,,,,,,,
320,0,,,,,,,,
321,0,,,,,,,,
322,0,,,,,,,,
323,0,,,,,,,,
324,0,,,,,,,,
325,0,,,,,,,,
326,0,,,,,,,,
327,1,993.905325443787,135.37869822485206,-24.569069784354358,985.9020712915452,139.03764930058745,1001.9085795960287,131.71974714911667,3.2317070733287947
328,1,983.6835443037975,144.52658227848102,-102.68076183792884,986.4933828630845,157.01436860235538,980.8737057445104,132.03879595460666,2.0734920144150513
329,1,977.7239436619718,146.49295774647888,-98.50694714635132,979.7357825334796,159.94332965044833,975.7121047904641,133.04258584250942,3.8136732678212497
330,1,981.4811529933481,144.15742793791574,-98.97087631743553,983.9760713736545,159.96171160645352,978.9862346130418,128.35314426937796,3.6497442058070892
331,1,981.9425287356322,146.9655172413793,-98.39366714318669,984.1029392616197,161.6069866471187,979.7821182096448,132.3240478356399,3.994167873777465
332,0,,,,,,,,
333,0,,,,,,,,
334,0,,,,,,,,
335,1,974.3065134099617,150.360153256705,-90.98121297158963,974.4983084813189,161.558510933195,974.1147183386045,139.16179558021497,2.727461192763097
336,1,974.9020979020979,149.56993006993008,-97.34867456567468,976.385821516704,161.07464928577625,973.4183742874918,138.06521085408392,2.398260385906973
337,1,975.8862559241707,149.1042654028436,-94.24578768050307,976.626607657311,159.07682171059318,975.1459041910304,139.131709095094,2.4895154733971268
338,1,974.8009708737864,148.55825242718447,-91.66113479764321,975.0908529750327,158.55404996251787,974.51108877254,138.56245489185108,2.832250508786107
339,1,976.6430678466077,147.56637168141594,-110.3115488330476,981.6416633863338,161.07096507145292,971.6444723068815,134.06177829137897,3.622757738375101
340,1,980.1026615969582,148.70342205323195,-98.67495073800856,982.2142626142187,162.5432609664529,977.9910605796978,134.863583140011,5.422966259187415
341,0,,,,,,,,
342,1,971.7385620915032,144.578431372549,-86.2230971185152,970.97445082931,156.15323737433536,972.5026733536965,133.00362537076265,2.8239732232747548
343,0,,,,,,,,
344,0,,,,,,,,
345,1,973.6066666666667,148.40666666666667,-90.81950276229553,973.7611340312683,159.2055619728206,973.4521993020651,137.60777136051274,12.746265155597952
346,1,973.4590163934427,149.33879781420765,-89.87085663069851,973.4328702823649,160.93876834782864,973.4851625045204,137.73882728058666,6.462327997436886
347,1,973.9957805907173,147.74683544303798,-80.60870876241152,971.8418573278435,160.76991551564947,976.1497038535912,134.7237553704265,4.0109518027735875
348,1,974.0622222222222,147.64444444444445,-86.96161762890941,973.404961150648,160.02701315549118,974.7194832937964,135.26187573339772,3.154928035025427
349,1,974.7794871794872,147.54358974358973,-72.66212417108517,971.4418204135386,158.23470664312285,978.1171539454358,136.85247284405662,3.4615860272227605
350,1,976.7905405405405,146.6216216216216,-81.3621968219877,975.288663717082,156.50819666089373,978.292417363999,136.7350465823495,1.9013201421525898
351,1,974.3218390804598,147.08045977011494,-90.41148950879233,974.4022750727661,158.28017092938782,974.2414030881534,135.88074861084206,3.7042435947960697
352,1,973.7325581395348,147.1918604651163,-94.74867824757412,974.692866665883,158.7520424504582,972.7722496131867,135.6316784797744,4.09543762444396
353,1,972.2923076923076,147.32820512820513,-96.43596137095538,973.7270935227845,160.04753646364344,970.8575218618308,134.60887379276681,6.082774518346164
354,1,971.1304347826087,148.5304347826087,-95.61864381227397,972.3836410227631,161.26893838859155,969.8772285424544,135.79193117662584,6.4443417690248666
355,1,971.8785046728972,148.69158878504672,-94.87388825099832,972.9660290744239,161.44530552473026,970.7909802713705,135.93787204536318,7.127970168101641
356,1,972.4558823529412,148.87254901960785,-93.42111354078519,973.2197123909518,161.6497382125811,971.6920523149306,136.0953598266346,6.851483404519922
357,1,973.328125,149.1875,-89.47773123143541,973.215096726309,161.5869848525794,973.441153273691,136.7880151474206,7.165372496481731
358,1,972.390243902439,149.02926829268293,-90.6945349817645,972.5454007067444,161.82832788181204,972.2350870981336,136.2302087035538,7.654452563033538
359,1,972.3940886699507,149.11330049261085,-90.29927538418245,972.4630364553082,162.31312042331044,972.3251408845933,135.91348056191126,8.461891395053158
360,1,971.9712918660287,149.20095693779905,-89.19578439978122,971.7860199761511,162.39965665886328,972.1565637559062,136.00225721673482,8.940447563827297
361,1,970.5076142131979,148.31472081218274,-90.09047891163816,970.5297223727732,162.31470335607472,970.4855060536227,134.31473826829077,14.74198955376811
362,1,971.0515463917526,148.29896907216494,-92.00806285681485,971.5421082681743,162.29037175543445,970.5609845153309,134.30756638889542,16.53557063296553
363,1,970.5294117647059,148.2892156862745,-92.79039217788812,971.2304366136458,162.67214181975544,969.8283869157659,133.90628955279357,18.269910702452727
364,1,971.4466019417475,148.30582524271844,-90.32925848522122,971.5293531693483,162.70558747111411,971.3638507141468,133.90606301432277,16.577196093454496
365,1,971.6682926829268,148.3560975609756,-89.45998510345882,971.5325741457467,162.755457980059,971.8040112201069,133.9567371418922,16.72416175278989
366,1,970.5803571428571,147.88839285714286,-91.82304626523816,971.0511864534633,162.68090176402794,970.1095278322509,133.0958839502578,11.834173048347964
367,1,970.5803571428571,147.88839285714286,-91.82304626523816,971.0511864534633,162.68090176402794,970.1095278322509,133.0958839502578,11.834173048347964
368,1,971.0568720379147,148.33175355450237,-89.97759844877608,971.0510855218312,163.13175242329393,971.0626585539982,133.5317546857108,18.471099956935042
369,1,970.8428571428572,148.3190476190476,-89.60182556070916,970.7400060372752,163.11869023804624,970.9457082484391,133.51940500004898,18.23362737358796
370,1,971.0934579439253,148.26168224299064,-90.08055722923528,971.1148289679581,163.46166721927702,971.0720869198924,133.06169726670427,15.268583758898147
371,1,970.4977168949772,148.23744292237444,-89.76132610366214,970.4327330157748,163.83730757228227,970.5627007741796,132.6375782724666,16.568708837971357
372,1,970.5135135135135,147.77027027027026,-91.00301986953069,970.7795911103013,162.9679412336938,970.2474359167257,132.5725993068467,10.937412145686512
373,1,970.2388059701492,148.84328358208955,-91.13961104492897,970.5490689648252,164.44019792032117,969.9285429754732,133.24636924385794,8.010337375894936
374,1,970.1881918819188,148.77859778597787,-91.91525211291292,970.7095630768855,164.36988291829005,969.6668206869521,133.18731265366569,7.828448158072155
375,1,970.0212765957447,147.68510638297872,-92.77183597748558,970.7756738108374,163.26685483563512,969.266879380652,132.10335793032232,10.450781867321622
376,1,970.4439461883408,148.03587443946188,-91.66595762570898,970.8974748308208,163.6292804744002,969.9904175458607,132.44246840452357,13.086996915406031
377,1,970.3648648648649,148.01351351351352,-91.4707138520707,970.7652541584621,163.60837447517562,969.9644755712677,132.4186525518514,12.994944992660324
378,1,970.2825112107623,147.97757847533632,-90.91360821607742,970.5312500243319,163.575595304492,970.0337723971927,132.37956164618063,13.17628942314723
379,1,970.2825112107623,147.97757847533632,-90.91360821607742,970.5312500243319,163.575595304492,970.0337723971927,132.37956164618063,13.17628942314723
380,1,970.4027149321267,148.07692307692307,-90.25170408569585,970.4712465262576,163.67677254480594,970.3341833379959,132.4770736090402,14.668098964582978
381,1,969.7,147.47916666666666,-92.7993000061266,970.4618660480047,163.0605517182241,968.9381339519954,131.8977816151092,10.255918330549077
382,1,699.5756756756757,823.497972972973,-20.064237531049567,684.5467385205739,828.9871485019571,714.6046128307776,818.0087974439889,1.13201554737545
383,1,969.4586776859504,147.38016528925618,-93.7014115406877,970.4657652154244,162.94762412838526,968.4515901564764,131.8127064501271,9.87679473125666
384,1,969.5230125523012,147.47280334728035,-93.10241845351958,970.3672995461819,163.04993978091164,968.6787255584205,131.89566691364905,10.497310398928462
385,1,970.0933333333334,147.78222222222223,-92.48051083978962,970.7511826237765,162.9679798362191,969.4354840428903,132.59646460822538,12.727742466463734
386,1,970.3198198198198,147.82882882882882,-92.11434640725449,970.8806075775984,163.01848047364035,969.7590320620412,132.63917718401729,12.514086609739627
387,1,969.9928315412186,148.3799283154122,-94.82642059744107,971.2717191639379,163.52603165747533,968.7139439184994,133.23382497334907,7.315248942644006
388,1,971.2846153846153,148.4653846153846,-94.82423417609404,972.4956455724154,162.8143708473188,970.0735851968153,134.11639838345042,6.379399938396008
389,1,972.2640692640692,149.12121212121212,-91.29678374845676,972.58090625736,163.11762645916605,971.9472322707785,135.1247977832582,7.627706540105754
390,1,972.9144144144144,149.15765765765767,-90.9782855745954,973.1466136702834,162.7556752891205,972.6822151585454,135.55964002619484,7.181527138605986
391,1,972.7719298245614,149.0438596491228,-90.77719070562925,972.9564018669163,162.64260849104164,972.5874577822066,135.44511080720395,6.705757304587832
392,1,972.7086956521739,149.0304347826087,-90.56761116683947,972.8434243471439,162.62976741986526,972.5739669572039,135.43110214535213,6.885525114145067
393,1,656.8891170431211,852.7392197125257,-103.1377962829171,662.1623322842654,875.3319884897377,651.6159018019769,830.1464509353137,5.2208990970962175
394,1,650.291770573566,853.3241895261846,-107.30861876851368,657.0751921787144,875.0917155989106,643.5083489684177,831.5566634534586,4.475618586861052
395,1,651.1368078175896,853.2377850162867,-118.24878305010974,662.685351172061,874.7317643218944,639.5882644631181,831.743805710679,2.486663320724726
396,1,644.8007590132827,851.1442125237191,-114.2778466245317,653.5173920220567,870.4693337132577,636.0841260045087,831.8190913341806,1.8987503785820117
397,1,642.2982791586998,850.65965583174,-114.36485157710193,651.0442477451419,869.9715183386285,633.5523105722576,831.3477933248515,1.8205244136172491
398,1,641.0584795321638,851.0838206627681,-116.15344087475238,650.5792537886456,870.47234452502,631.537705275682,831.6952968005161,1.8017357449672848
399,1,640.41015625,850.87109375,-118.02889509269286,650.560358835037,869.9376452862036,630.259953664963,831.8045422137964,1.8085542738035265
400,1,639.9367588932806,850.8754940711462,-115.66939787001331,649.1201272012478,869.9832345581904,630.7533905853135,831.7677535841021,1.7907488548153685
401,1,640.2557692307693,851.2923076923076,-123.48464173016465,651.7314087912947,868.64020948696,628.7801296702438,833.9444058976553,1.8008996947285711
402,1,640.349173553719,850.9152892561983,-127.80973151550926,653.1004315591218,867.3483479879028,627.5979155483161,834.4822305244938,1.6726795881814434
403,1,641.4764957264957,850.9294871794872,37.68126537835519,625.0148880021304,838.2151066940245,657.938103450861,863.6438676649499,1.770878938465754
404,1,642.4337078651686,850.7528089887641,31.380287134897944,624.676123815046,839.9219175802588,660.1912919152911,861.5837003972694,1.8678389012894168
405,1,643.0023148148148,850.7962962962963,33.593414116389205,626.0094239769256,839.5090618710004,659.9952056527039,862.0835307215922,1.829478721308318
406,1,645.8560975609756,853.0365853658536,23.077634187738695,625.6166568273284,844.4130687520134,666.0955382946229,861.6601019796939,2.1037103523105207
407,1,647.1006711409395,853.2975391498882,29.262254606988595,627.5591020063562,842.348243475814,666.6422402755229,864.2468348239623,2.32915338993051
408,1,647.6579572446556,854.3277909738717,26.76706434254137,626.9439566908517,843.8793374492101,668.3719577984594,864.7762444985334,2.6022383609477786
409,1,648.1924119241193,854.5745257452575,22.006008943000325,626.6826580790674,845.8813968767039,669.7021657691711,863.267654613811,2.5560155525017114
410,1,649.6470588235294,855.2026143790849,7.163457301540553,629.4062923320175,852.6587252627726,669.8878253150413,857.7465034953973,2.88371573131859
411,1,653.2657894736842,862.2868421052632,14.469965046799084,629.2524762564716,856.0900051433898,677.2791026908968,868.4836790671366,4.952965313211665
412,1,653.8981233243968,864.372654155496,14.672032094936279,631.0676838084194,858.3951102194554,676.7285628403743,870.3501980915365,5.811040166948333
413,1,653.2559456398641,879.0645526613816,-0.927960544638599,633.658516215221,879.381979733527,672.8533750645072,878.7471255892362,6.448470986863435
414,1,654.8153846153846,883.3384615384615,-0.921944829938059,638.017559491466,883.6087782161801,671.6132097393031,883.0681448607429,5.056984780047864
415,1,668.2634560906515,895.2577903682719,-50.219149263816846,660.5852214132353,904.4797593683567,675.9416907680677,886.0358213681872,1.3541212394503537
416,1,668.5802469135803,895.841975308642,-9.543714243081027,653.9850879388434,898.2958160740866,683.1754058883171,893.3881345431973,1.9102690179168547
417,1,668.0315342631898,913.0588235294117,-1.4231066692386618,643.639060314008,913.6648059041468,692.4240082123715,912.4528411546767,3.9910853788785845
418,1,665.8268506900878,898.8607277289836,-3.01456979147309,641.8600620361702,900.1228852541966,689.7936393440053,897.5985702037707,2.1408770783367927
419,1,661.3393665158371,905.8853695324284,15.737115770678646,635.1589244740555,898.5080763637304,687.5198085576187,913.2626627011264,4.076031652652416
420,1,657.7927461139897,892.0569948186528,-14.560333741303614,633.7892366061476,898.291698605276,681.7962556218317,885.8222910320296,3.7904119912808376
421,1,651.0160550458716,900.394495412844,10.379058551904107,634.0974920348661,897.2957495951556,667.934618056877,903.4932412305324,1.661489854544644
422,1,653.1709796672828,913.3091497227357,-11.345371123563933,629.639959199488,918.0304923013061,676.7020001350777,908.5878071441653,2.409446749272138
423,1,644.8393524283936,894.7247820672478,3.726728412014777,602.1298570753231,891.9428750439903,687.548847781464,897.5066890905053,7.232384587720194
424,1,697.4205933682374,963.5450843513671,-18.4494612576379,676.5513236202719,970.507381399515,718.2898631162029,956.5827873032192,1.6624427908504948
425,1,693.4825119236884,960.2670906200318,-8.107381552618614,671.7023909928336,963.369723733588,715.2626328545433,957.1644575064756,2.5919438838050812
426,1,689.4340931615461,960.7333994053519,-6.331325968017089,667.5682753279126,963.1595095566752,711.2999109951796,958.3072892540285,3.2498932133425664
427,0,,,,,,,,
428,0,,,,,,,,
429,1,606.8478260869565,771.5271739130435,-21.716742907135856,593.0982637105691,777.0034440358398,620.5973884633439,766.0509037902472,20.73888100173615
430,1,619.1581196581196,743.2863247863248,-23.158690580476772,605.1829489323301,749.264167472866,633.1332903839092,737.3084820997836,19.26083986343402
431,1,632.3103448275862,712.3448275862069,-24.00835941999363,619.8869337956901,717.8782585591713,644.7337558594822,706.8113966132424,23.120495557613708
432,0,,,,,,,,
433,1,715.1314685314685,751.8636363636364,0.08845380487724752,689.1314995150087,751.823497316174,741.1314375479283,751.9037754110988,8.015070411039597
434,1,718.0229555236729,755.019368723099,1.0462883272546493,691.6273572127105,754.537300464112,744.4185538346352,755.5014369820859,8.251120425007139
435,1,713.8186095138526,764.8849973863042,0.11050220150462758,684.6186638200404,764.8286815056052,743.0185552076648,764.9413132670032,7.4068560819984555
436,1,644.2402234636871,923.8463687150838,-4.591931908715536,627.4941487460216,925.1913525627047,660.9862981813527,922.501384867463,8.53264017750097
437,1,644.9452554744526,923.7226277372263,-9.559450009686469,631.9285530832942,925.9147634218981,657.9619578656109,921.5304920525545,4.2924328889601755
438,0,,,,,,,,
439,1,698.6205035971223,842.5197841726618,-72.8200742010315,693.421932818189,859.3345057539555,703.8190743760555,825.7050625913682,1.467090002923997
440,1,695.2146341463415,843.1170731707317,-87.78561377279384,694.5809593050578,859.5048264089131,695.8483089876252,826.7293199325503,1.7473834709484555
441,1,640.1449275362319,933.231884057971,-11.912013182866978,624.0980895831601,936.6169973068676,656.1917654893036,929.8467708090744,5.232694236451773
442,1,668.5243217960711,851.4275023386342,-124.31279570689088,685.2101533394699,875.8762860651373,651.8384902526724,826.9787186121312,1.9875735344738712
443,1,671.3584415584415,860.7137662337663,-101.96303644254807,677.7426843334738,890.8448373098075,664.9741987834093,830.582695157725,2.104449286875891
444,1,667.7306034482758,1002.4310344827586,-3.4357294414973314,650.1622367978658,1003.4857824321589,685.2989700986858,1001.3762865333583,3.9292210723161434
445,1,671.4882121807466,1000.5147347740668,-7.242151715767413,649.2669142980508,1003.3385478713699,693.7095100634424,997.6909216767638,5.931218989650844
446,1,673.2927024859663,1001.85084202085,-7.1699348827113525,648.6866302649214,1004.9461949656244,697.8987747070112,998.7554890760756,6.028401001396129
447,1,692.6363636363636,895.0243506493506,-16.581305758947803,673.0846826071114,900.8460144089968,712.1880446656158,889.2026868897044,1.5671157546934182
448,1,689.5515151515151,896.1454545454545,2.6150629571586426,665.9760919691822,895.0686900522049,713.126938333848,897.2222190387041,1.9406538286997232
449,1,691.23988005997,902.8290854572714,-2.208855782755334,666.0586043868301,903.8003503404693,716.4211557331099,901.8578205740735,2.394033910489157
450,1,692.6811989100818,916.5558583106267,-74.49188882857717,688.0823524991605,933.129651228627,697.2800453210031,899.9820653926264,1.48176252700299
451,1,692.225,924.155,-27.014289334442495,672.9817053011416,933.9659942988917,711.4682946988585,914.3440057011082,1.4839475421671284
452,1,693.3684210526316,930.3421052631579,16.948628712776543,677.2981036600576,925.4446672694787,709.4387384452056,935.2395432568371,1.4362415921967515
453,1,692.1075268817204,932.3569892473118,11.895870252376081,667.8401355187261,927.2448745737869,716.3749182447148,937.4691039208368,2.162601877135822
454,1,719.4511343804537,886.9773123909249,6.225009279589779,695.1950034131739,884.3315401977507,743.7072653477335,889.6230845840992,4.138472307044688
455,1,726.7594936708861,889.9664281783159,9.174929323843328,700.6972518621913,885.756968366758,752.8217354795809,894.1758879898739,3.031791005412834
456,1,720.561320754717,903.1367924528302,-28.605944437781314,697.3838814653086,915.776662230078,743.7387600441255,890.4969226755823,25.810215562790262
457,1,728.0114942528736,891.0114942528736,-17.166571410420474,700.1123330210089,899.6298933245355,755.9106554847383,882.3930951812117,10.050658129175439
458,1,731.2610441767068,905.1686746987951,-38.055399580445,711.1032176389316,920.9491065456416,751.4188707144821,889.3882428519487,40.772749094642904
459,1,734.6142322097378,909.0149812734082,-37.90959191621042,715.6786825463813,923.7609962926113,753.5497818730943,894.2689662542052,33.36514555630829
460,1,740.2918287937744,908.9143968871596,-39.53623900865783,723.6334310893118,922.6642254649986,756.9502264982369,895.1645683093205,27.33420112251341
461,1,744.825,910.4625,-40.33529462162231,731.1041443603881,922.1131703891633,758.545855639612,898.8118296108366,17.823478167322698
462,1,765.6567164179105,896.8432835820895,-51.36172692922462,751.4203620765687,914.6524445692826,779.8930707592523,879.0341225948964,57.78032836132127
463,1,765.1804511278195,900.6315789473684,-54.90848320458585,753.91272255975,916.668981882891,776.448179695889,884.5941760118459,59.47692565206557
464,1,768.3210843373494,893.9120481927711,-91.45720357759647,768.7890010947276,912.3060976084969,767.8531675799711,875.5179987770452,1.538923131663374
465,1,772.0008474576271,896.8177966101695,5.696243367370905,757.2739286768502,895.3488298901917,786.7277662384039,898.2867633301472,1.2749370904946595
466,1,769.959633027523,905.0073394495413,1.9192432973017544,754.3683842513955,904.4848821776973,785.5508818036504,905.5297967213853,1.8462868521154367
467,1,765.3193473193473,903.490675990676,3.732354266890949,752.5464958823097,902.6574496304563,778.092198756385,904.3239023508957,1.3440398493913117
468,1,976.7910447761194,148.72388059701493,-87.85961955899201,976.4773215940307,157.11802008626694,977.1047679582081,140.3297411077629,3.1559126491128975
469,1,977.2910447761194,149.3955223880597,-82.0575133877327,976.1303411599587,157.71494346860558,978.4517483922801,141.07610130751382,3.7400175031251903
470,1,975.9503105590062,149.29192546583852,-83.02563661408863,974.8331985067595,158.42385081938392,977.0674226112529,140.16000011229312,4.223149432166068
471,1,976.3026315789474,149.17763157894737,-82.29205144518738,975.0686938913623,158.2945059217886,977.5365692665325,140.06075723610613,5.00426604404454
472,1,976.472972972973,149.0608108108108,-83.92039034676866,975.498599124391,158.20906723502628,977.447346821555,139.91255438659533,5.223264729444652
473,1,976.884892086331,149.0863309352518,-83.59130020472415,975.8579896989716,158.22883997198977,977.9117944736904,139.94382189851382,5.981861670394905
474,1,976.4620689655172,149.02758620689656,-84.8455367185934,975.599594819031,158.58876491805154,977.3245431120034,139.46640749574158,6.265472838447346
475,1,975.9466666666667,149.15333333333334,-83.41693644017487,974.8002315884735,159.0874003057011,977.09310174486,139.21926636096558,6.950814030111836
476,1,974.4502923976609,148.7953216374269,-86.78890744194219,973.8453325173148,159.57836497143848,975.055252278007,138.01227830341531,7.132622618158136
477,1,974.2865497076024,148.78362573099415,-84.70246000234505,973.2524779468486,159.9357867589569,975.3206214683562,137.63146470303138,7.876373354030781
478,1,973.8324324324325,148.65405405405406,-81.2718742935661,972.0721783685151,160.11972043810965,975.5926864963499,137.18838766999846,8.993553013311798
479,1,972.8617021276596,149.28191489361703,-84.65785912491066,971.7444671483248,161.22979278054535,973.9789371069943,137.3340370066887,7.310276469229133
480,1,973.1294117647059,148.55882352941177,-86.13617475528976,972.3207873170445,160.53154780180043,973.9380362123673,136.5860992570231,10.907582051230909
481,1,973.1612903225806,149.30645161290323,-84.03363348309821,971.9139545705525,161.24144861842078,974.4086260746087,137.3714546073857,6.747249674653874
482,1,972.7553191489362,148.97340425531914,-87.33217740796668,972.1781553823798,161.35996479432973,973.3324829154926,136.58684371630855,8.23073192837791
483,1,972.3451776649746,149.01015228426397,-87.43986096309433,971.7912946095818,161.39777568671485,972.8990607203674,136.62252888181308,7.031451626458862
484,1,972.0327868852459,148.47540983606558,-86.65891177152285,971.2868035528589,161.25365341129145,972.7787702176328,135.6971662608397,13.043411791776819
485,1,971.5989304812834,148.42245989304814,-87.92994272771135,971.1221272683968,161.61384566923485,972.0757336941701,135.23107411686144,14.291449219513554
486,1,971.9508196721312,148.38251366120218,-88.42333741008714,971.5876285284804,161.57751620736238,972.3140108157819,135.18751111504199,14.733764059115911
487,1,971.8797814207651,148.4262295081967,-88.13757800316945,971.4507857503082,161.61925655716198,972.3087770912219,135.23320245923145,14.88528472871907
488,1,971.8186813186813,148.58241758241758,-86.69413719597652,971.0344212405215,162.1597861098534,972.6029413968412,135.00504905498175,16.51230600295866
489,1,971.7431693989071,148.54644808743168,-87.15858365710929,971.0689936596651,162.12972777507036,972.417345138149,134.963168399793,17.08685341040145
490,1,971.2107843137255,148.41176470588235,-85.63231079305787,970.1445898378688,162.37110671543468,972.2769787895822,134.45242269633002,16.069580861499848
491,1,971.495,148.325,-86.15634073657894,970.5565211481312,162.29350949259063,972.4334788518688,134.35649050740935,16.831060099157472
492,1,971.1658536585365,148.17560975609757,-87.47444436823727,970.5489438208425,162.1620110892553,971.7827634962306,134.18920842293986,13.780486792344014
493,1,970.4266055045872,148.0183486238532,-88.11339931455709,969.9525367124105,162.410542993729,970.9006742967639,133.6261542539774,12.628561832639244
494,1,813.2034904013962,912.5797556719023,-78.8469670252476,808.3290501567844,937.3038296141495,818.0779306460079,887.855681729655,1.6893830433941939
495,1,821.1437208024182,911.3220665017863,-88.22974681431432,820.1675389364905,942.9069848800983,822.119902668346,879.7371481234742,2.185380520357839
496,1,968.0663900414938,147.96265560165975,-90.26893309369245,968.1377350523989,163.16248816288947,967.9950450305888,132.76282304043002,9.834418725814215
497,1,968.8942731277533,148.18942731277534,-88.50238693043069,968.4970165257115,163.384235215218,969.2915297297951,132.99461941033266,11.851950799801282
498,1,967.7619047619048,148.4835164835165,-91.90227901436444,968.2797457135578,164.07491926674263,967.2440638102519,132.89211370029037,6.775100002213269
499,1,972.2116182572614,149.59751037344398,-92.9425407090666,972.9713681269837,164.377996838221,971.4518683875391,134.81702390866695,5.912896537017612
500,1,971.1484375,149.4609375,-93.74332892883031,972.1669138563633,165.0276553914352,970.1299611436367,133.8942196085648,6.42909504708284
501,1,969.4851851851852,149.44444444444446,-92.10809648839633,970.0737439662357,165.4336157350789,968.8966264041346,133.45527315381003,6.634688382466836
502,1,969.2409090909091,147.8181818181818,-91.49149251874029,969.6573653363879,163.81276103101519,968.8244528454303,131.82360260534844,11.929321814489226
503,1,975.0055865921788,149.10614525139664,-89.84245973237124,974.973691314423,160.70610140179897,975.0374818699346,137.5061891009943,4.5555314308910235
504,1,835.1530989824237,970.6734505087882,0.11161128931704398,803.9531581788441,970.6126734314196,866.3530397860033,970.7342275861567,3.3803895336462535
505,1,839.0442953020134,968.5610738255034,5.354568304924422,808.7769525974956,965.724180170946,869.3116380065313,971.3979674800607,2.9562613010824577
506,1,853.5234741784037,961.6460093896713,-20.136808421888897,820.0995853513818,973.9017694917165,886.9473630054256,949.3902492876261,1.7350386501717077
507,1,844.9944301628107,960.0818337617824,2.2214360672556057,813.8178774480721,958.8724699517048,876.1709828775492,961.2911975718599,1.7999552905900948
508,1,843.8328032712403,956.9295774647887,9.915891358493697,813.4929059109621,951.6257460036861,874.1727006315185,962.2334089258914,1.9096367402930021
509,1,852.1780633318036,953.3781551170262,-11.707456047895304,819.2770638517921,960.196089790832,885.0790628118151,946.5602204432203,2.6738937006884265
510,1,850.6850321395776,955.103305785124,-4.132711625096055,817.5713587578746,957.495926768459,883.7987055212807,952.7106848017891,2.449767090413324
511,1,970.0477941176471,149.67279411764707,-91.03586314834796,970.3587398054717,166.86998321293888,969.7368484298224,132.47560502235527,6.9152342265175335
512,1,969.7292418772563,149.64259927797835,-90.91389680181393,970.0099589182107,167.24036044077738,969.4485248363019,132.04483811517932,6.667096383637499
513,1,969.5678571428572,149.65357142857144,-90.74259544651326,969.7959597023101,167.25209321940292,969.3397545834042,132.05504963773996,6.725379615422638
514,1,969.2570422535211,149.66197183098592,-90.64649385928185,969.4556266969394,167.26085146063372,969.0584578101029,132.06309220133812,7.099822453974062
515,1,969.2570422535211,149.66197183098592,-90.64649385928185,969.4556266969394,167.26085146063372,969.0584578101029,132.06309220133812,7.099822453974062
516,1,968.0266666666666,149.9,-88.30872255915182,967.4599964579384,169.09163580507249,968.5933368753949,130.70836419492753,8.059527682563509
517,1,969.5666666666667,149.47407407407408,-91.56338240599376,970.0031912212233,165.46811816283628,969.1301421121101,133.4800299853119,6.187555241618975
518,1,969.3196347031964,147.88584474885846,-90.85334158561523,969.5519665905526,163.4841145854178,969.0873028158401,132.2875749122991,12.004519998863808
519,1,973.3482587064676,149.273631840796,-88.10457786357809,972.9116644373537,162.46640961669206,973.7848529755815,136.08085406489997,6.1063940776147
520,1,975.635294117647,149.1529411764706,-88.95482275072561,975.4309974646832,160.35107775706237,975.8395907706109,137.9548045958788,4.140365580145639
521,1,973.3482587064676,149.273631840796,-88.10457786357809,972.9116644373537,162.46640961669206,973.7848529755815,136.08085406489997,6.1063940776147
522,1,968.938596491228,150.69883040935673,-91.63724298091726,969.4528815470345,168.69148198941502,968.4243114354216,132.70617882929844,5.316691721355492
523,1,969.9095477386935,154.56448911222782,-94.84195418084643,971.3951195866496,172.101680343567,968.4239758907374,137.02729788088863,3.6706764238245
524,1,969.8419117647059,157.3125,-96.98597850790833,971.9338865786295,174.38480627003594,967.7499369507822,140.24019372996406,2.441453353456123
525,1,969.6627358490566,152.04009433962264,-96.08559554590572,971.3589612298533,167.94992838833417,967.9665104682599,136.1302602909111,3.6724716744555455
526,1,967.7780821917809,151.83835616438355,-93.66093444445661,968.6975494353694,166.20897132129204,966.8586149481923,137.46774100747507,3.304356657040365
