frame,time_sec,detected,x1,y1,x2,y2,conf
65,1.084417,1,772.240234375,623.59814453125,792.5768432617188,674.493896484375,0.14648832380771637
66,1.101100,1,772.2252197265625,623.3067626953125,790.4134521484375,678.1924438476562,0.16584065556526184
67,1.117783,1,771.4304809570312,622.8235473632812,788.3856811523438,686.3822631835938,0.12036989629268646
68,1.134467,1,771.7296752929688,623.0643920898438,788.3995971679688,691.232666015625,0.20443695783615112
69,1.151150,1,771.1036376953125,623.5878295898438,786.472412109375,692.60595703125,0.12466834485530853
70,1.167833,1,770.9368896484375,623.1209106445312,785.88232421875,694.8982543945312,0.18611641228199005
71,1.184517,0,,,,,
72,1.201200,0,,,,,
73,1.217883,0,,,,,
74,1.234567,0,,,,,
75,1.251250,0,,,,,
76,1.267933,0,,,,,
77,1.284617,0,,,,,
78,1.301300,1,766.2015991210938,625.7017822265625,787.1680908203125,700.1192626953125,0.24261021614074707
79,1.317983,1,764.7498779296875,626.2717895507812,788.174560546875,702.3391723632812,0.41486337780952454
80,1.334667,1,766.16552734375,628.185546875,788.4382934570312,702.205078125,0.38946524262428284
81,1.351350,1,764.5115356445312,628.1508178710938,790.1646118164062,703.4965209960938,0.2501554489135742
82,1.368033,1,764.1582641601562,626.790283203125,792.9010620117188,699.6165161132812,0.22884559631347656
83,1.384717,1,762.4867553710938,626.59423828125,793.201416015625,702.7359008789062,0.33645516633987427
84,1.401400,1,720.6007080078125,696.6432495117188,737.0613403320312,754.0658569335938,0.5527259111404419
85,1.418083,1,716.2344360351562,690.2515258789062,758.0560913085938,764.94287109375,0.6421846747398376
86,1.434767,1,711.21875,685.6008911132812,731.2234497070312,744.416015625,0.6865431666374207
87,1.451450,1,706.044677734375,679.4928588867188,734.6865844726562,754.560791015625,0.8005089163780212
88,1.468133,1,703.2222290039062,677.3045654296875,731.3193969726562,736.7831420898438,0.8086041212081909
89,1.484817,1,699.0201416015625,672.268310546875,732.481201171875,736.1441040039062,0.8696064352989197
90,1.501500,1,696.6614990234375,679.3506469726562,736.122802734375,744.989013671875,0.8033474683761597
91,1.518183,1,694.776123046875,675.0968627929688,736.3449096679688,738.5045776367188,0.7695898413658142
92,1.534867,1,695.6232299804688,679.9264526367188,738.4402465820312,738.9268188476562,0.7182987332344055
93,1.551550,1,714.8273315429688,709.5648193359375,762.4541625976562,752.4212036132812,0.487153559923172
94,1.568233,1,723.340576171875,717.4931030273438,769.584228515625,747.9849243164062,0.1694040298461914
95,1.584917,0,,,,,
96,1.601600,1,731.491943359375,715.97412109375,757.0818481445312,746.2057495117188,0.20280808210372925
97,1.618283,1,737.0621337890625,715.3016357421875,767.1632080078125,760.1730346679688,0.5827301144599915
98,1.634967,1,740.4495239257812,704.3883056640625,756.6227416992188,770.9070434570312,0.471838116645813
99,1.651650,0,,,,,
100,1.668333,0,,,,,
101,1.685017,0,,,,,
102,1.701700,0,,,,,
103,1.718383,1,749.1069946289062,590.1697998046875,797.3895263671875,623.2631225585938,0.15422925353050232
104,1.735067,0,,,,,
105,1.751750,0,,,,,
106,1.768433,1,782.4395141601562,495.4675598144531,813.9633178710938,521.7259521484375,0.2026093453168869
107,1.785117,1,820.6109619140625,566.4794921875,865.3840942382812,609.889892578125,0.3275652825832367
108,1.801800,1,829.609375,582.544921875,881.4236450195312,616.4309692382812,0.10087121278047562
109,1.818483,1,822.2656860351562,594.4441528320312,889.8217163085938,626.4617919921875,0.18319131433963776
110,1.835167,0,,,,,
111,1.851850,0,,,,,
112,1.868533,0,,,,,
113,1.885217,1,896.8326416015625,676.6324462890625,907.8953247070312,739.9553833007812,0.1378049999475479
114,1.901900,0,,,,,
115,1.918583,0,,,,,
116,1.935267,0,,,,,
117,1.951950,1,881.7508544921875,712.8131103515625,896.4818725585938,796.0918579101562,0.1357702910900116
118,1.968633,1,880.6572875976562,747.5543212890625,896.1926879882812,808.7373657226562,0.12940055131912231
119,1.985317,1,864.1649780273438,713.6994018554688,896.5277709960938,808.8054809570312,0.32305479049682617
120,2.002000,1,868.3114013671875,730.0808715820312,895.1920166015625,812.3690185546875,0.26006728410720825
121,2.018683,1,866.7753295898438,769.97900390625,892.9114379882812,819.211669921875,0.19753798842430115
122,2.035367,1,864.91796875,763.21826171875,891.385498046875,825.337158203125,0.3139042258262634
123,2.052050,1,862.8347778320312,762.1312866210938,889.0269165039062,828.4938354492188,0.42708203196525574
124,2.068733,1,858.95654296875,754.3906860351562,884.65283203125,827.6691284179688,0.3079700171947479
125,2.085417,1,843.793212890625,733.595947265625,878.7183837890625,827.6266479492188,0.4470319449901581
126,2.102100,1,837.7285766601562,734.6182861328125,875.0494995117188,830.3895874023438,0.3991788923740387
127,2.118783,1,837.5635986328125,735.10595703125,869.3082275390625,823.3873901367188,0.2629548907279968
128,2.135467,1,837.97265625,736.6651000976562,866.868896484375,831.0933837890625,0.17832858860492706
129,2.152150,1,840.5707397460938,735.5266723632812,864.123046875,822.2699584960938,0.28660252690315247
130,2.168833,1,841.4000244140625,730.9552612304688,862.682373046875,817.6004028320312,0.43025121092796326
131,2.185517,1,840.1680908203125,730.8029174804688,865.0458984375,791.5997924804688,0.3376469016075134
132,2.202200,0,,,,,
133,2.218883,0,,,,,
134,2.235567,0,,,,,
135,2.252250,1,838.3130493164062,700.244384765625,863.1491088867188,758.2211303710938,0.11390215903520584
136,2.268933,0,,,,,
137,2.285617,1,836.5585327148438,702.7939453125,860.8800659179688,749.4700927734375,0.10878332704305649
138,2.302300,0,,,,,
139,2.318983,0,,,,,
140,2.335667,1,837.0361328125,715.0543212890625,857.2652587890625,745.8658447265625,0.15701410174369812
141,2.352350,1,1144.5927734375,107.3287353515625,1169.914306640625,123.54917907714844,0.10390147566795349
142,2.369033,0,,,,,
143,2.385717,0,,,,,
144,2.402400,0,,,,,
145,2.419083,0,,,,,
146,2.435767,0,,,,,
147,2.452450,0,,,,,
148,2.469133,0,,,,,
149,2.485817,0,,,,,
150,2.502500,0,,,,,
151,2.519183,1,1170.41796875,141.45863342285156,1192.2938232421875,156.03680419921875,0.10889538377523422
152,2.535867,0,,,,,
153,2.552550,1,1169.984375,141.85946655273438,1191.859619140625,156.0482177734375,0.12955418229103088
154,2.569233,1,1169.963623046875,141.64508056640625,1191.971923828125,156.06411743164062,0.14826686680316925
155,2.585917,1,1169.9384765625,141.18704223632812,1191.8865966796875,155.73036193847656,0.12724588811397552
156,2.602600,0,,,,,
157,2.619283,0,,,,,
158,2.635967,1,1172.2957763671875,103.22850036621094,1189.41943359375,122.71939086914062,0.1437803953886032
159,2.652650,1,1172.3961181640625,106.25729370117188,1192.2154541015625,123.92994689941406,0.1590956598520279
160,2.669333,1,1176.218994140625,106.81555938720703,1195.78857421875,124.36003875732422,0.14342884719371796
161,2.686017,0,,,,,
162,2.702700,0,,,,,
163,2.719383,0,,,,,
164,2.736067,0,,,,,
165,2.752750,0,,,,,
166,2.769433,0,,,,,
167,2.786117,1,778.8719482421875,788.269775390625,807.3838500976562,861.4515380859375,0.11351222544908524
168,2.802800,1,775.7347412109375,790.486328125,805.6710205078125,866.9125366210938,0.10915853083133698
169,2.819483,0,,,,,
170,2.836167,1,1185.026611328125,116.81344604492188,1214.077880859375,132.46026611328125,0.10005269199609756
171,2.852850,0,,,,,
172,2.869533,0,,,,,
173,2.886217,0,,,,,
174,2.902900,0,,,,,
175,2.919583,0,,,,,
176,2.936267,0,,,,,
177,2.952950,0,,,,,
178,2.969633,0,,,,,
179,2.986317,0,,,,,
180,3.003000,0,,,,,
181,3.019683,0,,,,,
182,3.036367,1,765.6464233398438,757.3173217773438,790.5183715820312,800.1892700195312,0.2517569363117218
183,3.053050,1,767.5040283203125,758.68212890625,790.39404296875,800.8516845703125,0.18928471207618713
184,3.069733,1,768.0407104492188,761.4017944335938,790.2437133789062,800.9150390625,0.14376595616340637
185,3.086417,0,,,,,
186,3.103100,0,,,,,
187,3.119783,0,,,,,
188,3.136467,0,,,,,
189,3.153150,0,,,,,
190,3.169833,0,,,,,
191,3.186517,0,,,,,
192,3.203200,0,,,,,
193,3.219883,0,,,,,
194,3.236567,0,,,,,
195,3.253250,0,,,,,
196,3.269933,0,,,,,
197,3.286617,0,,,,,
198,3.303300,0,,,,,
199,3.319983,0,,,,,
200,3.336667,0,,,,,
201,3.353350,0,,,,,
202,3.370033,0,,,,,
203,3.386717,0,,,,,
204,3.403400,0,,,,,
205,3.420083,0,,,,,
206,3.436767,0,,,,,
207,3.453450,0,,,,,
208,3.470133,0,,,,,
209,3.486817,0,,,,,
210,3.503500,0,,,,,
211,3.520183,0,,,,,
212,3.536867,0,,,,,
213,3.553550,0,,,,,
214,3.570233,0,,,,,
215,3.586917,0,,,,,
216,3.603600,0,,,,,
217,3.620283,1,1150.44921875,141.5170135498047,1191.8072509765625,155.39553833007812,0.11107298731803894
218,3.636967,1,1149.231201171875,142.93280029296875,1192.0101318359375,155.47987365722656,0.11186724901199341
219,3.653650,0,,,,,
220,3.670333,0,,,,,
221,3.687017,0,,,,,
222,3.703700,0,,,,,
223,3.720383,0,,,,,
224,3.737067,0,,,,,
225,3.753750,0,,,,,
226,3.770433,0,,,,,
227,3.787117,0,,,,,
228,3.803800,0,,,,,
229,3.820483,0,,,,,
230,3.837167,0,,,,,
231,3.853850,0,,,,,
232,3.870533,1,458.3266296386719,756.8523559570312,502.9822082519531,842.6508178710938,0.2794766128063202
233,3.887217,1,456.3016662597656,761.3568115234375,502.1921081542969,848.5067749023438,0.37783634662628174
234,3.903900,1,454.46905517578125,760.512451171875,488.8685302734375,806.6883544921875,0.505875825881958
235,3.920583,1,450.4446105957031,761.1002197265625,487.36370849609375,809.2789306640625,0.49081581830978394
236,3.937267,1,447.0876159667969,762.9483642578125,485.74658203125,814.355224609375,0.3710710108280182
237,3.953950,1,443.3356018066406,762.92138671875,480.1297302246094,813.4566650390625,0.42941316962242126
238,3.970633,1,441.17962646484375,765.2887573242188,477.9111328125,812.9474487304688,0.5143736600875854
239,3.987317,1,438.16693115234375,764.3333740234375,474.3365783691406,814.5744018554688,0.5176445245742798
240,4.004000,1,436.880859375,764.6533813476562,484.01312255859375,814.1358032226562,0.5459677577018738
241,4.020683,1,433.02484130859375,767.0107421875,471.119384765625,813.40087890625,0.5528625249862671
242,4.037367,1,431.8200988769531,766.86181640625,465.4768981933594,811.4871826171875,0.5169858336448669
243,4.054050,1,428.6940612792969,769.65673828125,462.4615478515625,812.6870727539062,0.544293224811554
244,4.070733,1,427.179931640625,770.2084350585938,459.872314453125,814.552001953125,0.5943676233291626
245,4.087417,1,425.9244079589844,771.2420654296875,459.83599853515625,816.1131591796875,0.6067033410072327
246,4.104100,1,424.2835998535156,773.7274169921875,457.1925048828125,817.5830078125,0.48709461092948914
247,4.120783,1,423.29473876953125,776.3759765625,454.30548095703125,818.73779296875,0.4405861496925354
248,4.137467,1,421.2409973144531,780.9127807617188,450.0843200683594,819.2484741210938,0.48417362570762634
249,4.154150,1,420.4530029296875,785.5504760742188,446.3001708984375,820.2676391601562,0.5258654356002808
250,4.170833,1,418.20501708984375,791.7550048828125,443.85003662109375,827.366455078125,0.4906748831272125
251,4.187517,0,,,,,
252,4.204200,0,,,,,
253,4.220883,0,,,,,
254,4.237567,0,,,,,
255,4.254250,1,433.3063659667969,808.2438354492188,474.1222229003906,851.4462890625,0.2299010455608368
256,4.270933,0,,,,,
257,4.287617,0,,,,,
258,4.304300,0,,,,,
259,4.320983,0,,,,,
260,4.337667,0,,,,,
261,4.354350,0,,,,,
262,4.371033,0,,,,,
263,4.387717,0,,,,,
264,4.404400,0,,,,,
265,4.421083,0,,,,,
266,4.437767,0,,,,,
267,4.454450,0,,,,,
268,4.471133,1,946.706787109375,138.1724853515625,992.9469604492188,158.0181884765625,0.10025397688150406
269,4.487817,1,525.0543823242188,685.6362915039062,578.0450439453125,737.16650390625,0.1700490564107895
270,4.504500,1,518.5817260742188,685.9163818359375,573.5231323242188,738.8587646484375,0.22197987139225006
271,4.521183,1,948.3922119140625,132.84283447265625,993.7556762695312,157.38888549804688,0.1161232516169548
272,4.537867,0,,,,,
273,4.554550,0,,,,,
274,4.571233,0,,,,,
275,4.587917,0,,,,,
276,4.604600,0,,,,,
277,4.621283,1,947.9046020507812,136.70028686523438,992.5892944335938,158.35922241210938,0.11207584291696548
278,4.637967,1,948.0088500976562,137.21466064453125,992.4932250976562,158.28652954101562,0.12242671847343445
279,4.654650,1,948.053466796875,137.2605438232422,992.1945190429688,158.21310424804688,0.10961589217185974
280,4.671333,1,948.05712890625,137.09999084472656,992.137939453125,158.151123046875,0.15028016269207
281,4.688017,1,948.1165161132812,137.22647094726562,992.373291015625,158.17935180664062,0.1676824390888214
282,4.704700,1,948.75146484375,134.04425048828125,992.8070068359375,157.1076202392578,0.11945508420467377
283,4.721383,0,,,,,
284,4.738067,0,,,,,
285,4.754750,0,,,,,
286,4.771433,0,,,,,
287,4.788117,1,949.62109375,137.71112060546875,990.7903442382812,156.08287048339844,0.13536125421524048
288,4.804800,1,949.6966552734375,137.95751953125,990.8785400390625,156.17967224121094,0.12855395674705505
289,4.821483,1,949.5870361328125,138.1720733642578,991.0818481445312,156.2926483154297,0.14146293699741364
290,4.838167,1,949.4141235351562,138.2150115966797,991.0014038085938,156.16246032714844,0.1772877722978592
291,4.854850,1,949.31396484375,137.7967071533203,991.7464599609375,156.32212829589844,0.1873691827058792
292,4.871533,1,488.9097595214844,803.4111938476562,522.4866333007812,839.7830810546875,0.18448872864246368
293,4.888217,1,490.0364685058594,804.288818359375,526.8880615234375,841.1787109375,0.36420029401779175
294,4.904900,1,490.88232421875,806.8607177734375,532.6807250976562,837.9650268554688,0.2066401243209839
295,4.921583,1,948.3834228515625,132.5103302001953,985.9398193359375,156.79766845703125,0.2458188384771347
296,4.938267,1,948.1129760742188,132.7364044189453,988.2251586914062,156.94712829589844,0.32173827290534973
297,4.954950,1,948.5845336914062,137.27304077148438,990.552490234375,156.9791717529297,0.2762729525566101
298,4.971633,1,948.48486328125,137.30685424804688,990.7628173828125,157.43392944335938,0.29257598519325256
299,4.988317,1,947.8771362304688,133.79823303222656,985.3818969726562,157.7490692138672,0.31474271416664124
300,5.005000,1,947.4548950195312,131.74810791015625,982.8854370117188,157.90621948242188,0.33412250876426697
301,5.021683,1,947.3230590820312,131.92933654785156,980.674072265625,157.6221466064453,0.4542216956615448
302,5.038367,1,947.3904418945312,134.28379821777344,977.7943725585938,157.25982666015625,0.479705810546875
303,5.055050,1,947.6288452148438,135.21762084960938,978.2763061523438,157.5614776611328,0.5814883708953857
304,5.071733,1,947.7548217773438,136.13421630859375,977.1227416992188,157.24705505371094,0.5579808950424194
305,5.088417,1,948.111328125,133.52613830566406,976.4527587890625,156.90353393554688,0.49326854944229126
306,5.105100,1,948.349609375,131.1100311279297,973.3363647460938,156.7015380859375,0.5335689783096313
307,5.121783,1,948.4920654296875,131.46044921875,970.2103881835938,156.4334259033203,0.4854466915130615
308,5.138467,1,948.37890625,131.430908203125,969.5156860351562,156.5976104736328,0.5584235191345215
309,5.155150,1,948.2638549804688,131.989013671875,968.5958862304688,157.19775390625,0.37360578775405884
310,5.171833,1,948.345947265625,132.30426025390625,966.02734375,156.52792358398438,0.265586793422699
311,5.188517,1,948.6743774414062,132.12246704101562,965.3688354492188,155.9407196044922,0.171778604388237
312,5.205200,0,,,,,
313,5.221883,0,,,,,
314,5.238567,1,949.5120849609375,136.2154998779297,962.1677856445312,157.43646240234375,0.12213651090860367
315,5.255250,0,,,,,
316,5.271933,0,,,,,
317,5.288617,0,,,,,
318,5.305300,0,,,,,
319,5.321983,0,,,,,
320,5.338667,0,,,,,
321,5.355350,0,,,,,
322,5.372033,0,,,,,
323,5.388717,0,,,,,
324,5.405400,0,,,,,
325,5.422083,0,,,,,
326,5.438767,0,,,,,
327,5.455450,1,985.28759765625,125.44132232666016,1005.0391845703125,147.747314453125,0.11230526864528656
328,5.472133,1,969.5777587890625,133.01641845703125,1001.2769775390625,157.1298370361328,0.19986282289028168
329,5.488817,1,963.6229248046875,137.1309051513672,997.19384765625,157.1691436767578,0.20081326365470886
330,5.505500,1,963.070556640625,134.7291717529297,1003.0162963867188,156.68576049804688,0.24735495448112488
331,5.522183,1,964.970458984375,138.51791381835938,1001.3040771484375,157.1773681640625,0.12771843373775482
332,5.538867,0,,,,,
333,5.555550,0,,,,,
334,5.572233,0,,,,,
335,5.588917,1,962.1676025390625,143.21275329589844,990.59765625,159.1899871826172,0.10886462032794952
336,5.605600,1,963.7868041992188,140.98837280273438,992.9994506835938,159.4991912841797,0.16586680710315704
337,5.622283,1,965.2119140625,141.06524658203125,990.7527465820312,158.23280334472656,0.3155589997768402
338,5.638967,1,964.906005859375,141.52830505371094,989.8488159179688,157.87733459472656,0.24994345009326935
339,5.655650,1,963.4367065429688,132.439453125,999.5546264648438,158.21649169921875,0.10129018127918243
340,5.672333,1,965.1516723632812,140.81700134277344,1000.5726928710938,157.70823669433594,0.10390960425138474
341,5.689017,0,,,,,
342,5.705700,1,958.7232055664062,135.73060607910156,987.6897583007812,155.83311462402344,0.11508902907371521
343,5.722383,0,,,,,
344,5.739067,0,,,,,
345,5.755750,1,961.7606201171875,143.73880004882812,988.8543701171875,156.8001708984375,0.3096003234386444
346,5.772433,1,961.6224975585938,142.39768981933594,990.0538330078125,157.2300567626953,0.28289514780044556
347,5.789117,1,959.8591918945312,135.7671661376953,992.6918334960938,157.77993774414062,0.28515610098838806
348,5.805800,1,960.3592529296875,136.27996826171875,991.2769775390625,157.4504852294922,0.3220328688621521
349,5.822483,1,962.9118041992188,136.06370544433594,990.3792724609375,156.833740234375,0.4281638264656067
350,5.839167,1,966.0849609375,135.27418518066406,991.6107788085938,154.97030639648438,0.433961421251297
351,5.855850,1,962.5983276367188,136.19931030273438,990.8760375976562,154.1788330078125,0.47042375802993774
352,5.872533,1,962.093505859375,137.43943786621094,991.429931640625,154.30380249023438,0.5018673539161682
353,5.889217,1,960.4437255859375,137.7912139892578,992.3789672851562,155.41287231445312,0.38273128867149353
354,5.905900,1,958.4851684570312,140.5843505859375,990.3570556640625,157.56910705566406,0.394049733877182
355,5.922583,1,958.4482421875,139.6462860107422,990.51953125,157.70355224609375,0.46572816371917725
356,5.939267,1,958.7496337890625,139.7322235107422,990.4336547851562,157.5535125732422,0.4384362995624542
357,5.955950,1,959.4116821289062,139.68150329589844,990.3056030273438,157.39247131347656,0.4926809072494507
358,5.972633,1,958.5403442382812,140.2046356201172,990.3926391601562,157.32444763183594,0.5591824650764465
359,5.989317,1,957.8173828125,139.5522003173828,990.32373046875,157.27268981933594,0.5687328577041626
360,6.006000,1,957.3696899414062,139.4886016845703,990.3521118164062,157.27500915527344,0.4851175546646118
361,6.022683,1,955.8162841796875,139.1517791748047,990.3201293945312,156.94761657714844,0.47999468445777893
362,6.039367,1,955.3677978515625,138.6482391357422,990.588134765625,156.6746063232422,0.44934114813804626
363,6.056050,1,954.1620483398438,139.02584838867188,990.632080078125,156.48928833007812,0.4846297800540924
364,6.072733,1,954.916259765625,139.37403869628906,990.2845458984375,156.4539337158203,0.4832253158092499
365,6.089417,1,954.8102416992188,139.47044372558594,990.4323120117188,156.3774871826172,0.384709894657135
366,6.106100,1,953.9320678710938,139.5845947265625,990.5469360351562,156.42681884765625,0.4256903827190399
367,6.122783,1,953.3223876953125,139.53851318359375,990.7617797851562,156.34640502929688,0.3722529709339142
368,6.139467,1,953.549072265625,140.20428466796875,990.886474609375,156.35816955566406,0.2976944148540497
369,6.156150,1,953.5314331054688,140.23114013671875,990.9768676757812,156.414306640625,0.22380684316158295
370,6.172833,1,953.4812622070312,139.84458923339844,991.0790405273438,156.6045684814453,0.23675329983234406
371,6.189517,1,952.6788940429688,139.77357482910156,991.2119750976562,156.89878845214844,0.2436700314283371
372,6.206200,1,953.2730712890625,139.55810546875,991.1458740234375,156.99716186523438,0.23899680376052856
373,6.222883,1,952.9396362304688,139.43223571777344,991.1775512695312,157.00367736816406,0.22676752507686615
374,6.239567,1,952.3408813476562,138.3035888671875,991.3130493164062,157.004150390625,0.26827549934387207
375,6.256250,1,952.2182006835938,137.96119689941406,991.4082641601562,156.9834747314453,0.27951309084892273
376,6.272933,1,952.2176513671875,137.57400512695312,991.4051513671875,156.84686279296875,0.2959073781967163
377,6.289617,1,952.0308837890625,137.13223266601562,991.3273315429688,156.7180633544922,0.31474292278289795
378,6.306300,1,952.22607421875,137.29510498046875,991.2513427734375,156.6678466796875,0.35734543204307556
379,6.322983,1,952.4855346679688,137.91810607910156,991.2610473632812,156.73915100097656,0.42954692244529724
380,6.339667,1,952.6805419921875,138.1448974609375,991.2667236328125,156.7626953125,0.41154980659484863
381,6.356350,1,952.3568115234375,137.48345947265625,991.3212890625,156.79566955566406,0.37707164883613586
382,6.373033,1,681.149658203125,804.7283935546875,719.869873046875,844.6409912109375,0.5466527342796326
383,6.389717,1,952.795166015625,137.819091796875,991.3480224609375,156.78529357910156,0.41380420327186584
384,6.406400,1,952.9066772460938,138.09500122070312,991.323486328125,156.84481811523438,0.395524799823761
385,6.423083,1,953.2948608398438,138.64955139160156,991.2976684570312,156.89895629882812,0.3966253101825714
386,6.439767,1,953.3411865234375,138.38133239746094,991.3914184570312,156.9541778564453,0.36276116967201233
387,6.456450,1,953.729736328125,138.5125274658203,991.3355712890625,157.052734375,0.26388323307037354
